,_id,ltable_Id,rtable_Id,ltable_Name,ltable_Street,ltable_Address,ltable_Phone,ltable_Cuisines,ltable_Take Out,rtable_Name,rtable_Street,rtable_Address,rtable_Phone,rtable_Cuisines,rtable_Take Out,label
1422,1422,3408,2930,caviar russe,538 madison ave ,"538 madison ave new york city, ny 10022-3215",+1 212-980-5908,Seafood;Gluten Free Options,No,caviar russe,538 madison avefl 2,538 madison avefl 2new york ny 10022,(212) 980-5908,American (New);Seafood,No,1
1423,1423,3412,698,cafe one,1619 amsterdam ave ,"1619 amsterdam ave new york city, ny 10031-6103",+1 212-690-0060,Cafe,Yes,cafe one,1619 amsterdam ave,1619 amsterdam avenew york ny 10031,(212) 690-0060,Coffee & Tea,Yes,1
1427,1427,3416,213,the lobster place,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-255-5672,Seafood;Gluten Free Options,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,(212) 228-2930,Coffee & Tea;Cafes,Yes,0
1428,1428,3416,1086,the lobster place,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-255-5672,Seafood;Gluten Free Options,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,(917) 983-0695,Seafood Markets;Seafood,Yes,1
1439,1439,3432,2464,brasserie 8 1/2,9 w 57th st ,"9 w 57th st new york city, ny 10019-2701",+1 212-829-0812,French;Vegetarian Friendly;Gluten Free Options,No,brasserie 8 1/2,9 w 57th st,9 w 57th stnew york ny 10019,(212) 829-0812,American (New);French,No,1
1440,1440,3433,544,taqueria diana,129 2nd ave ,"129 2nd ave new york city, ny 10003-8348",+1 646-422-7871,Mexican;Fast Food;Latin,Yes,taqueria diana,129 2nd ave,129 2nd avenew york ny 10003,(646) 422-7871,Mexican,Yes,1
1441,1441,3436,1746,shake shack,154 e 86th st ,"154 e 86th st new york city, ny 10028-2107",+1 646-237-5035,American;Fast Food,Yes,shake shack,154 e 86th st,154 e 86th stnew york ny 10120,(646) 237-5035,Burgers;Juice Bars & Smoothies;Ice Cream & Frozen Yogurt,Yes,1
1448,1448,3445,2114,tomoe sushi,172 thompson st ,"172 thompson st new york city, ny 10012-2576",+1 212-777-9346,Japanese;Sushi;Asian,Yes,tomoe sushi,172 thompson st,172 thompson stnew york ny 10012,(212) 777-9346,Sushi Bars,Yes,1
1453,1453,3454,2695,sushiden madison ave,19 e 49th st ,"19 e 49th st new york city, ny 10017-1003",+1 212-758-2700,Japanese;Sushi;Asian,No,sushiden madison avenue,19 e 49th st,19 e 49th stnew york ny 10017,(212) 758-2700,Sushi Bars;Japanese,Yes,1
1455,1455,3476,2562,tbar,1278 3rd ave ,"1278 3rd ave new york city, ny 10021-3656",+1 212-772-0404,American;Steakhouse;Gluten Free Options,Yes,tbar,1278 3rd ave,1278 3rd avenew york ny 10021,(212) 772-0404,Steakhouses;American (New);Seafood,Yes,1
1457,1457,3482,2047,yakitori totto,251 w 55th st ,"251 w 55th st new york city, ny 10019-5202",+1 212-245-4555,Japanese;Asian;Gluten Free Options,No,yakitori totto,251 w 55th stfl 2,251 w 55th stfl 2new york ny 10019,(212) 245-4555,Japanese,No,1
1459,1459,3486,2363,44 & x,622 10th ave ,"622 10th ave new york city, ny 10036-3004",+1 212-977-1170,American;Vegetarian Friendly;Vegan Options,No,44 & x hell’s kitchen,622 10th ave,622 10th avenew york ny 10036,(212) 977-1170,American (New);Breakfast & Brunch;Bars,Yes,1
1465,1465,3501,2941,american cut steakhouse tribeca,363 greenwich st ,"363 greenwich st new york city, ny 10013-2844",+1 212-226-4736,American;Steakhouse,No,american cut steakhouse,363 greenwich st,363 greenwich stnew york ny 10013,(212) 226-4736,Steakhouses;American (New),Yes,1
1467,1467,3506,2540,firenze ristorante,1555 2nd ave. ,"1555 2nd ave. new york, ny 10028 new york city, ny 10028-4127",+1 212-861-9368,Italian;Gluten Free Options,Yes,firenze ristorante,1555 2nd ave,1555 2nd avenew york ny 10028,(212) 861-9368,Italian,Yes,1
1470,1470,3516,2458,blue fin,1567 broadway ,"1567 broadway new york city, ny 10036-1517",+1 212-918-1400,Japanese;American;Seafood,No,blue fin,1567 broadway,1567 broadwaynew york ny 10036,(212) 918-1400,Sushi Bars;Seafood,Yes,1
1472,1472,3518,3147,t45 restaurant,135 w 45th st ,"135 w 45th st new york city, ny 10036-4004",+1 646-364-1234,Korean;American;Fusion,Yes,hyatt centric times square,135 w 45th st,135 w 45th stnew york ny 10036,(646) 364-1234,Hotels;Venues & Event Spaces,No,0
1474,1474,3519,63,breakroom,83 baxter st ,"83 baxter st new york city, ny 10013-4544",+1 212-227-2802,American;Fast Food,Yes,breakroom,83 baxter st,83 baxter stnew york ny 10013,(212) 227-2802,Burgers;Mexican,Yes,1
1476,1476,3520,1197,cocoron,61 delancey st ,"61 delancey st new york city, ny 10002-2916",+1 212-925-5220,Japanese;Asian,No,cocoron,16 delancey st,16 delancey stnew york ny 10002,(212) 477-1212,Japanese;Noodles;Vegan,No,1
1477,1477,3522,187,broadway dive,2662,"2662 new york city, ny 10025",+1 212-865-2662,American;Bar;Pub,No,tea nj,262,262 newark avejersey city nj 07302,(201) 222-7757,American (New);Tea Rooms;Cafes,Yes,0
1478,1478,3528,1187,the jeffrey craft beer bar and bites,311 e 60th st ,"311 e 60th st new york city, ny 10022-1572",+1 212-355-2337,American;Bar;Pub,No,the jeffrey craft beer & bites,311 e 60th st,311 e 60th stnew york ny 10022,(212) 355-2337,Bars;American (New);Coffee & Tea,Yes,1
1482,1482,3540,1872,hell's kitchen,754 9th ave ,"754 9th ave new york city, ny 10019-8419",+1 212-977-1588,American;Vegetarian Friendly;Vegan Options,Yes,hell’s kitchen,754 9th ave,754 9th avenew york ny 10019,(212) 977-1588,Mexican;Cocktail Bars,Yes,1
1484,1484,3549,2316,the leopard at des artistes,1 w 67th st ,"1 w 67th st new york city, ny 10023-6200",+1 212-787-8767,Italian;European;Mediterranean,Yes,the leopard at des artistes,1 w 67th st,1 w 67th stnew york ny 10023,(212) 787-8767,Italian,Yes,1
1487,1487,3571,160,juicy spot cafe,109 ludlow st ,"109 ludlow st new york city, ny 10002-3240",+1 212-933-0478,American;Asian,Yes,juicy spot cafe,109 ludlow st,109 ludlow stnew york ny 10002,(212) 933-0478,Juice Bars & Smoothies;Coffee & Tea;Ice Cream & Frozen Yogurt,Yes,1
1491,1491,3573,213,los tacos no. 1,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-256-0343,Mexican;Latin;Fast Food,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,(212) 228-2930,Coffee & Tea;Cafes,Yes,0
1492,1492,3573,1086,los tacos no. 1,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-256-0343,Mexican;Latin;Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,(917) 983-0695,Seafood Markets;Seafood,Yes,0
1494,1494,3573,1166,los tacos no. 1,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-256-0343,Mexican;Latin;Fast Food,Yes,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,(646) 568-1223,Seafood;Wine Bars,No,0
1498,1498,3574,1808,benito one,174 mulberry st ,"174 mulberry st new york city, ny 10013-3759",+1 212-226-9171,Italian;Vegetarian Friendly;Vegan Options,Yes,benito one,174 mulberry st,174 mulberry stnew york ny 10013,(212) 226-9171,Italian,Yes,1
1500,1500,3587,2577,august,791 lexington ave ,"791 lexington ave new york city, ny 10065-8162",+1 212-935-1433,American;Gluten Free Options;Vegetarian Friendly,No,august,791 lexington ave,791 lexington avenew york ny 10065,(212) 935-1433,American (Traditional);Cocktail Bars,No,1
1502,1502,3594,841,l & m delicatessen & grocery,80 7th ave ,"80 7th ave new york city, ny 10011-6646",+1 212-242-2645,Delicatessen;Grill;Vegetarian Friendly,Yes,l & m delicatessen & catering,80 7th ave,80 7th avenew york ny 10011,(212) 242-2645,Delis;Grocery;Salad,Yes,1
1508,1508,3610,2382,global kitchen,1290 avenue of the americas ,"1290 avenue of the americas new york city, ny 10104-0101",+1 212-581-3200,American;Vegetarian Friendly;Vegan Options,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1513,1513,3627,436,moe's southwest grill,1029a avenue of the americas ,"1029a avenue of the americas new york city, ny 10018-5408",+1 212-575-7711,Mexican;Fast Food,No,chick-fil-a,1000 avenue of the americas,1000 avenue of the americasnew york ny 10018,(212) 704-9920,Fast Food,Yes,0
1515,1515,3630,2598,agern,89 e 42nd st ,"89 e 42nd st new york city, ny 10017-5503",+1 646-568-4015,European;Scandinavian;Danish,No,grand central oyster bar,89 e 42nd st,89 e 42nd stnew york ny 10017,(212) 490-6650,Seafood,Yes,0
1516,1516,3630,2907,agern,89 e 42nd st ,"89 e 42nd st new york city, ny 10017-5503",+1 646-568-4015,European;Scandinavian;Danish,No,agern,89 e 42nd stgrand central terminal,89 e 42nd stgrand central terminalnew york ny 10017,(646) 568-4018,Scandinavian;Bars,No,1
1518,1518,3642,2340,black barn,19 e 26th st ,"19 e 26th st new york city, ny 10010-1450",+1 212-265-5959,American;Vegetarian Friendly;Vegan Options,No,black barn,19 e 26th st,19 e 26th stnew york ny 10010,(212) 265-5959,American (New);Breakfast & Brunch;Wine Bars,Yes,1
1523,1523,3656,1010,the wild son,53 little west 12th st ,"53 little west 12th st new york city, ny 10014-1304",+1 202-727-7900,Vegetarian Friendly;Vegan Options,Yes,the wild son,53 little w 12th st,53 little w 12th stnew york ny 10014,(212) 727-7900,American (New);Cocktail Bars;Breakfast & Brunch,Yes,1
1524,1524,3659,2905,blt steak,106 e 57th st ,"106 e 57th st new york city, ny 10022-2669",+1 212-752-7470,American;Steakhouse,No,blt steak,106 e 57th st,106 e 57th stnew york ny 10022,(212) 752-7470,Steakhouses,Yes,1
1528,1528,3673,5,takumi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-652-2110,Mexican;Japanese;Fast Food,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,(212) 256-0343,Mexican,Yes,0
1534,1534,3673,1259,takumi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-652-2110,Mexican;Japanese;Fast Food,Yes,beyond sushi,75 9th ave,75 9th avenew york ny 10011,(212) 929-2889,Sushi Bars;Vegan;Kosher,Yes,0
1536,1536,3673,1938,takumi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-652-2110,Mexican;Japanese;Fast Food,Yes,buddakan,75 9th ave,75 9th avenew york ny 10011,(212) 989-6699,Chinese;Bars;Asian Fusion,Yes,0
1537,1537,3677,1589,subway,132 w 31st st ,"132 w 31st st new york city, ny 10001-3401",+1 212-643-7525,,No,friedman’s,132 w 31st st,132 w 31st stnew york ny 10001,(212) 971-9400,American (New);Gluten-Free;Breakfast & Brunch,Yes,0
1538,1538,3682,272,nippon restaurant,155 e 52nd st ,"155 e 52nd st new york city, ny 10022-6029",+1 212-758-0226,Japanese;Sushi;Asian,No,ground central,155 e 52nd st,155 e 52nd stnew york ny 10022,(646) 964-4438,Coffee & Tea;Salad;Sandwiches,Yes,0
1543,1543,3696,178,gila's nosh,221 e 23rd st ,"221 e 23rd st new york city, ny 10010-3906",+1 212-213-3334,Mediterranean;Middle Eastern;Israeli,Yes,gila’s nosh,221 e 23rd st,221 e 23rd stnew york ny 10010,(212) 213-3334,Coffee & Tea;Mediterranean;Breakfast & Brunch,Yes,1
1544,1544,3698,2025,aurora soho,510 broome st ,"510 broome st new york city, ny 10013-1695",+1 212-334-9020,Italian;Mediterranean;Vegetarian Friendly,No,aurora soho,510 broome st,510 broome stnew york ny 10013,(212) 334-9020,Italian;Breakfast & Brunch;Wine Bars,No,1
1545,1545,3708,1552,taqueria st. mark's place,71 saint marks pl ,"71 saint marks pl new york city, ny 10003-7942",+1 646-964-5614,Mexican;Latin,Yes,taqueria st. marks place,79 st marks pl,79 st marks plnew york ny 10003,(646) 964-5614,Mexican,Yes,1
1547,1547,3710,587,downtown bakery,69 1st ave ,"69 1st ave new york city, ny 10003-9417",+1 212-254-1757,Mexican,No,downtown bakery,69 1st ave,69 1st avenew york ny 10003,(212) 254-1757,Mexican,Yes,1
1551,1551,3718,2468,toro,85 10th ave ,"85 10th ave new york city, ny 10011-4725",+1 212-691-2360,Spanish;Mediterranean;Gluten Free Options,No,toro,85 10th ave,85 10th avenew york ny 10011,(212) 691-2360,Tapas/Small Plates;Spanish;Tapas Bars,Yes,1
1554,1554,3724,1508,trattoria trecolori,254 w 47th st ,"254 w 47th st new york city, ny 10036-5652",+1 212-997-4540,Italian;Vegetarian Friendly;Vegan Options,Yes,trattoria trecolori,254 w 47th st,254 w 47th stnew york ny 10036,(212) 997-4540,Italian,Yes,1
1557,1557,3737,2263,west side steakhouse,597 10th ave ,"597 10th ave new york city, ny 10036-3016",+1 212-564-4803,American;Steakhouse,Yes,west side steakhouse,597 10th ave,597 10th avenew york ny 10036,(212) 564-4803,Steakhouses,Yes,1
1559,1559,3748,2523,cellini,65 e 54th st ,"65 e 54th st new york city, ny 10022-4224",+1 212-751-1555,Italian;Vegetarian Friendly;Gluten Free Options,No,cellini restaurant,65 e 54th st,65 e 54th stnew york ny 10022,(212) 751-1555,Italian,Yes,1
1560,1560,3749,2814,crown,24 e 81st st ,"24 e 81st st new york city, ny 10028-0226",+1 646-559-4880,Contemporary,No,sistina,24 e 81st st,24 e 81st stnew york ny 10028,(212) 861-7660,Italian,No,0
1561,1561,3754,2434,hollywood diner,574 avenue of the americas ,"574 avenue of the americas new york city, ny 10011-2050",+1 212-691-8465,American;Diner;Vegetarian Friendly,Yes,stk midtown,1114 avenue of the americas,1114 avenue of the americasnew york ny 10036,(646) 624-2455,Steakhouses;American (New);Cocktail Bars,No,0
1571,1571,3783,213,friedman's lunch,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-929-7100,American;Vegetarian Friendly;Vegan Options,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,(212) 228-2930,Coffee & Tea;Cafes,Yes,0
1573,1573,3783,1087,friedman's lunch,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-929-7100,American;Vegetarian Friendly;Vegan Options,Yes,chelsea market,75 9th ave,75 9th avenew york ny 10011,(212) 652-2110,Public Markets,No,0
1577,1577,3783,1938,friedman's lunch,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-929-7100,American;Vegetarian Friendly;Vegan Options,Yes,buddakan,75 9th ave,75 9th avenew york ny 10011,(212) 989-6699,Chinese;Bars;Asian Fusion,Yes,0
1579,1579,3790,527,burger heights,177 wadsworth ave ,"177 wadsworth ave new york city, ny 10033-3879",+1 212-951-1984,Fast Food,Yes,burger heights,177 wadsworth ave,177 wadsworth avenew york ny 10033,(212) 951-1984,Burgers,Yes,1
1581,1581,3800,2575,le bilboquet,20 e 60th st ,"20 e 60th st new york city, ny 10022-1011",+1 212-751-3036,French;Vegetarian Friendly;Gluten Free Options,No,le bilboquet,20 e 60th st,20 e 60th stnew york ny 10022,(212) 751-3036,French;Cajun/Creole;Desserts,No,1
1583,1583,3802,2202,bathtub gin,136 9th ave ,"136 9th ave new york city, ny 10011-4949",+1 646-559-1671,American,No,bathtub gin,132 9th ave,132 9th avenew york ny 10011,(646) 559-1671,Bars,No,1
1585,1585,3805,3045,piccolo cafe,238 madison ave ,"238 madison ave new york city, ny 10016-2816",+1 212-447-4399,Italian;Cafe;Vegetarian Friendly,Yes,madison bistro,238 madison ave,238 madison avenew york ny 10016,(212) 447-1919,French,Yes,0
1586,1586,3807,2326,shimizu sushi restaurant,318 w 51st st ,"318 w 51st st new york city, ny 10019-6402",+1 212-581-1581,Japanese;Sushi;Asian,Yes,shimizu,318 w 51st st,318 w 51st stnew york ny 10019,(212) 581-1581,Japanese;Sushi Bars,Yes,1
1587,1587,3808,2365,jubilee,948 1st ave ,"948 1st ave new york city, ny 10022-6471",+1 212-888-3569,French;European;Vegetarian Friendly,No,jubilee,948 1st ave,948 1st avenew york ny 10022,(212) 888-3569,French,Yes,1
1588,1588,3810,2731,cherry nyc,355 w 16th st ,"355 w 16th st new york city, ny 10011-5902",+1 212-929-5800,Asian;Japanese;Sushi,No,megu,355 w 16th st,355 w 16th stnew york ny 10011,(212) 885-9400,Japanese,Yes,0
1594,1594,3821,1226,sweet chick,178 ludlow st ,"178 ludlow st new york city, ny 10002-1549",+1 646-657-0233,American;Vegetarian Friendly,Yes,sweet chick,178 ludlow st,178 ludlow stnew york ny 10002,(646) 657-0233,Southern;Breakfast & Brunch;American (Traditional),Yes,1
1596,1596,3839,265,go! go! curry!,273 w 38th st ,"273 w 38th st new york city, ny 10018-4416",+1 212-730-5555,Japanese;Fast Food;Asian,Yes,go! go! curry!,273 w 38th st,273 w 38th stnew york ny 10018,(212) 730-5555,Japanese Curry,Yes,1
1597,1597,3840,2641,dawat haute indian cuisine,210 e 58th st ,"210 e 58th st new york city, ny 10022-2030",+1 212-355-7555,Indian;Vegetarian Friendly;Vegan Options,Yes,dawat haute indian cuisine,210 e 58th st,210 e 58th stnew york ny 10022,(212) 355-7555,Indian,Yes,1
1605,1605,3856,2318,gabriel's,11 w 60th st ,"11 w 60th st new york city, ny 10023-7917",+1 212-956-4600,Italian;Vegetarian Friendly;Gluten Free Options,No,gabriel’s bar & restaurant,11 w 60th st,11 w 60th stnew york ny 10023,(212) 956-4600,Italian;Bars,Yes,1
1606,1606,3858,2788,tick tock diner,481 8th ave ,"481 8th ave new york city, ny 10001-1809",+1 212-268-8444,American;Diner;Vegetarian Friendly,Yes,butcher & banker,481 8th ave,481 8th avenew york ny 10001,(212) 268-8455,Steakhouses;American (New);Cocktail Bars,No,0
1607,1607,3859,2280,rouge tomate chelsea,126 w 18th st ,"126 w 18th st new york city, ny 10011-5403",+1 646-395-3978,American;Healthy;Vegetarian Friendly,No,rouge tomate chelsea,126 w 18th st,126 w 18th stnew york ny 10011,(646) 395-3978,American (New);Bars,No,1
1608,1608,3860,1303,vietnaam restaurant,1700 2nd ave ,"1700 2nd ave new york city, ny 10128-3201",+1 212-722-0558,Asian;Vietnamese;Vegetarian Friendly,Yes,vietnaam,1700 2nd ave,1700 2nd avenew york ny 10128,(212) 722-0558,Vietnamese;Sandwiches,Yes,1
1609,1609,3861,1507,maharlika,111 1st ave ,"111 1st ave new york city, ny 10003-2962",+1 646-392-7880,Filipino;Asian,Yes,maharlika,111 1st ave,111 1st avenew york ny 10003,(646) 392-7880,Filipino,Yes,1
1611,1611,3863,436,barilla restaurants,1290 avenue of the americas ,"1290 avenue of the americas new york city, ny 10104-0101",+1 646-559-2206,Italian;Pizza;Vegetarian Friendly,Yes,chick-fil-a,1000 avenue of the americas,1000 avenue of the americasnew york ny 10018,(212) 704-9920,Fast Food,Yes,0
1612,1612,3863,2382,barilla restaurants,1290 avenue of the americas ,"1290 avenue of the americas new york city, ny 10104-0101",+1 646-559-2206,Italian;Pizza;Vegetarian Friendly,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1616,1616,3868,2709,four cuts,1076 1st ave ,"1076 1st ave new york city, ny 10022-2202",+1 212-204-0008,American;Steakhouse,No,four cuts,1076 1st ave,1076 1st avenew york ny 10022,(212) 204-0008,Steakhouses,Yes,1
1617,1617,3869,2917,kosaka,220 w 13th st ,"220 w 13th st new york city, ny 10011-7767",+1 212-727-1709,Japanese;Sushi;Asian,No,kosaka,220 w 13th st,220 w 13th stnew york ny 10011,(212) 727-1709,Japanese;Sushi Bars,No,1
1620,1620,3878,205,joe's pizza - carmine st,7 carmine st ,"7 carmine st new york city, ny 10014-4441",+1 212-366-1182,Italian;Pizza;Fast Food,Yes,joe’s pizza,7 carmine st,7 carmine stnew york ny 10014,(212) 366-1182,Pizza,Yes,1
1621,1621,3882,2275,atlantic grill at lincoln center,49 w 64th st ,"49 w 64th st new york city, ny 10023-6731",+1 212-787-4663,American;Seafood;Sushi,No,atlantic grill,49 w 64th st,49 w 64th stnew york ny 10023,(212) 787-4663,American (New);Seafood;Sushi Bars,No,1
1622,1622,3883,3020,chefs table at brooklyn fare,"431 west 37th street, ","431 west 37th street, new york, new york new york city, ny 10018",+1 718-243-0050,,No,chef’s table at brooklyn fare,431 w 37th st,431 w 37th stnew york ny 10018,(718) 243-0050,Japanese,No,1
1624,1624,3891,436,pret a manger,1020 avenue of the americas ,"1020 avenue of the americas new york city, ny 10018-5458",+1 646-688-1061,American;Cafe;Fast Food,Yes,chick-fil-a,1000 avenue of the americas,1000 avenue of the americasnew york ny 10018,(212) 704-9920,Fast Food,Yes,0
