Id,Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
514,Lucky 13 Saloon,644 Sackett StGowanus NY 11215,(718) 596-0666,Dive Bars;Music Venues,02:00 PM,04:00 AM,02:00 PM,04:00 AM,No
515,Bagel Boy,8002 3rd AveBrooklyn NY 11209,(718) 748-0366,Bagels;Breakfast & Brunch,05:00 AM,05:00 PM,05:00 AM,10:00 PM,Yes
516,The Evergreen,109 Moffat StBrooklyn NY 11207,(718) 484-7399,Wine Bars;Beer Bar;Cocktail Bars,04:00 PM,04:00 AM,04:00 PM,04:00 AM,No
517,99 Cent Fresh Pizza,1723 BroadwayNew York NY 10019,(212) 245-2155,Pizza,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,Yes
518,Lenox Coffee,60 W 129th StNew York NY 10027,(646) 833-7839,Coffee & Tea;Bagels;Breakfast & Brunch,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
519,Mee Cafe,26 Rutgers StNew York NY 10002,(646) 996-0029,Cafes;Bubble Tea,CLOSED,CLOSED,08:00 AM,08:00 PM,Yes
520,Muse Cafe & Tea,497 6th AvePark Slope NY 11215,(718) 788-5800,Cafes,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
521,Zi Zia Pizzeria,80 Bay AveBloomfield NJ 07003,(973) 743-3333,Pizza;Italian,11:00 AM,11:00 PM,12:00 PM,09:00 PM,Yes
522,Astoria Pizza Factory,1946 37th StAstoria NY 11105,(646) 349-2180,Pizza;Italian,11:00 AM,10:00 PM,11:30 AM,09:00 PM,Yes
523,Altas Horas,266 Ferry StNewark NJ 07105,(973) 465-5200,Brazilian,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,Yes
524,Little Bean Coffee,111 Central Park NNew York NY 10026,(646) 896-1168,Coffee & Tea,07:00 AM,06:00 PM,07:00 AM,06:00 PM,Yes
525,Mama Best Food,1420 Bergen BlvdFort Lee NJ 07024,(201) 944-1392,Korean;Seafood;Vegetarian,08:00 AM,08:00 PM,CLOSED,CLOSED,Yes
526,Big Stash’s Sub House,131 Kearny AveKearny NJ 07032,(201) 991-9857,Sandwiches,10:30 AM,07:00 PM,10:30 AM,07:00 PM,Yes
527,Burger Heights,177 Wadsworth AveNew York NY 10033,(212) 951-1984,Burgers,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
528,David’s Bagels,273 1st AveNew York NY 10003,(212) 780-2308,Bagels;Delis;Sandwiches,06:00 AM,09:00 PM,06:00 AM,09:00 PM,Yes
529,San Marzano Pasta Fresca,117 Second AveNew York NY 10003,(212) 777-3600,Italian;Pasta Shops,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
530,Ten Ren Tea & Ginseng,13518 Roosevelt AveFlushing NY 11354,(718) 461-9305,Coffee & Tea,10:00 AM,08:00 PM,10:00 AM,08:00 PM,Yes
531,J & V Pizzeria,6322 18th AveBrooklyn NY 11204,(718) 232-2700,Pizza,10:00 AM,01:30 AM,10:00 AM,01:00 AM,Yes
532,Sicily’s Best Pizzeria,190 Cypress AveBrooklyn NY 11237,(718) 456-1833,Pizza;Italian,11:00 AM,11:00 PM,CLOSED,CLOSED,Yes
533,Superiority Burger,430 E 9th StNew York NY 10009,(212) 256-1192,Burgers;Vegan,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
534,China North Dumpling,27 Essex StSte ANew York NY 10002,(212) 529-2700,Chinese,09:00 AM,11:00 PM,09:00 AM,11:00 PM,Yes
535,Manitoba’s,99 Ave BNew York NY 10009,(212) 982-2511,Bars,03:00 PM,04:00 AM,03:00 PM,04:00 AM,No
536,Gino’s Pizzeria,380 Central AveJersey City NJ 07307,(201) 659-6464,Pizza;Italian,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
537,Piccolo Cafe,157 3rd AveNew York NY 10003,(212) 260-1175,Italian;Coffee & Tea;Sandwiches,08:00 AM,06:00 PM,09:00 AM,09:30 PM,Yes
538,Georgie’s Yogurt and Waffle Caffé,123 Plaza CtrSecaucus NJ 07094,(201) 330-1919,Waffles;Juice Bars & Smoothies;Creperies,09:00 AM,10:00 PM,09:00 AM,08:00 PM,Yes
539,Vinnie’s Pizzeria,253 Nassau AveBrooklyn NY 11222,(718) 389-2600,Pizza;Salad;Sandwiches,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
540,Sanpanino,494 Hudson StNew York NY 10014,(212) 645-7228,Sandwiches;Coffee & Tea,08:00 AM,06:00 PM,08:00 AM,05:00 PM,Yes
541,Variety,368 Graham AveBrooklyn NY 11211,(347) 599-2351,Coffee & Tea,07:00 AM,09:00 PM,07:00 AM,09:00 PM,Yes
542,Ashbox,1154 Manhattan AveBrooklyn NY 11222,(718) 389-3222,Japanese;Cafes,09:00 AM,04:00 PM,CLOSED,CLOSED,Yes
543,While In Kathmandu,758 Seneca AveRidgewood NY 11385,(718) 386-3416,Cafes;Bars;Himalayan/Nepalese,08:00 AM,11:00 PM,08:00 AM,11:00 PM,Yes
544,Taqueria Diana,129 2nd AveNew York NY 10003,(646) 422-7871,Mexican,12:00 PM,04:00 AM,12:00 PM,12:00 AM,Yes
545,Tasty Hand-Pulled Noodles,1 Doyers StNew York NY 10013,(212) 791-1817,Chinese;Noodles,10:30 AM,10:30 PM,10:30 AM,10:30 PM,Yes
546,Pop’s Diner,44-29 Kissena BlvdFlushing NY 11355,(718) 463-7719,Diners;Breakfast & Brunch;American (Traditional),07:00 AM,08:30 PM,07:00 AM,08:30 PM,Yes
547,Trans Am Cafe,915 Wyckoff AveRidgewood NY 11385,(718) 386-3718,Coffee & Tea;Vegan;Cafes,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
548,John’s Famous Deli,15 Innis StStaten Island NY 10302,(718) 815-9100,Delis;Breakfast & Brunch;Sandwiches,06:00 AM,06:00 PM,CLOSED,CLOSED,Yes
549,Benateri’s Italian Gourmet Deli,129-21 14th AveCollege Point NY 11356,(718) 445-9240,Delis;Sandwiches;Italian,08:00 AM,04:00 PM,CLOSED,CLOSED,Yes
550,Gyro96,141 E 96th StNew York NY 10128,(212) 470-1089,Falafel;Halal;Sandwiches,11:00 AM,09:00 PM,CLOSED,CLOSED,Yes
551,Burp Bowl Cafe,134 E 27th StNew York NY 10010,(929) 261-6643,Chinese;Noodles;Soup,11:00 AM,10:30 PM,11:00 AM,10:30 PM,Yes
552,Gueros,605 Prospect PlBrooklyn NY 11238,(718) 230-4941,Tex-Mex;Mexican,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
553,Daly Pie,665 Vanderbilt AveBrooklyn NY 11238,(347) 425-9251,Bakeries;American (Traditional);Sandwiches,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
554,Agamies Deli,62 Market StClifton NJ 07012,(973) 779-3643,Delis;Sandwiches;Breakfast & Brunch,07:00 AM,03:30 PM,CLOSED,CLOSED,Yes
555,Burritos y Mas NY Tex-Mex,1571 Lexington AveNew York NY 10029,(646) 918-7478,Tex-Mex;Mexican,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
556,El Rey Del Taco Truck #2,31ST St And Ditmars AveAstoria NY 11105,(917) 484-0689,Mexican;Food Trucks,06:15 AM,04:00 AM,06:15 AM,02:00 AM,Yes
557,Xi’an Famous Foods,68 Kenmare StNew York NY 10012,(212) 786-2068,Chinese;Noodles;Burgers,11:30 AM,09:00 PM,11:30 AM,08:30 PM,Yes
558,Knickerbocker Bagel,367 Knickerbocker AveBrooklyn NY 11237,(718) 709-8888,Wraps;Breakfast & Brunch;Bagels,06:00 AM,06:00 PM,06:00 AM,05:00 PM,Yes
559,About Coffee,71 Sullivan StNew York NY 10012,(212) 219-1408,Coffee & Tea,07:00 AM,07:00 PM,08:00 AM,03:00 PM,Yes
560,Khao Kang,7620 Woodside AveElmhurst NY 11373,(718) 662-8721,Thai,11:00 AM,09:00 PM,11:00 AM,09:00 PM,Yes
561,Liquiteria,170 2nd AveNew York NY 10003,(212) 358-0300,Juice Bars & Smoothies;Vegetarian,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
562,Krispy Kreme,2 Penn PlzNew York NY 10121,(212) 695-0428,Donuts;Coffee & Tea,06:00 AM,11:00 PM,06:00 AM,10:00 PM,Yes
563,One Star,147 W 24th StNew York NY 10011,(212) 777-0100,Bars,04:00 PM,04:00 AM,CLOSED,CLOSED,No
564,Dun-Well Doughnuts,102 Saint Marks PlNew York NY 10009,(646) 998-5492,Donuts;Coffee & Tea,09:00 AM,11:00 PM,09:00 AM,10:00 PM,Yes
565,Pa Pa Thai Cuisine,1069 1st AveNew York NY 10022,(212) 752-9277,Thai;Chinese;Salad,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
566,Krispy Pizza - Brooklyn,7112 13th AveBrooklyn NY 11228,(718) 745-9618,Pizza,11:00 AM,12:00 AM,12:00 PM,11:00 PM,Yes
567,Giovanni’s Salumeria,666 BroadwayBayonne NJ 07002,(201) 471-2405,Italian;Delis;Sandwiches,09:00 AM,05:00 PM,10:00 AM,03:00 PM,Yes
568,Banhmigos,178 Lincoln PlBrooklyn NY 11217,(718) 399-3812,Bubble Tea;Vietnamese;Sandwiches,11:30 AM,08:45 PM,11:30 AM,08:45 PM,Yes
569,Stanton Pizza,127 Stanton StNew York NY 10002,(212) 533-4252,Pizza;Italian,11:00 AM,05:00 AM,11:00 AM,11:00 PM,Yes
570,The Picnic Basket,805 3rd AveNew York NY 10022,(212) 371-6300,Cafes;Sandwiches;Gluten-Free,CLOSED,CLOSED,CLOSED,CLOSED,Yes
571,La Cocina,61 New StNewark NJ 07102,(973) 856-6777,Latin American,CLOSED,CLOSED,CLOSED,CLOSED,Yes
572,Infinitea NY,2309 Astoria BlvdAstoria NY 11102,(718) 777-0698,Coffee & Tea;Bubble Tea;Cafes,09:00 AM,08:00 PM,09:00 AM,08:00 PM,Yes
573,Chilo’s,323 Franklin AveBedford-Stuyvesant NY 11238,(718) 676-5245,Bars;Mexican;Food Trucks,12:00 PM,04:00 AM,12:00 PM,02:00 AM,Yes
574,Brooklyn Crêpe & Juice Bar,274 Flatbush AveBrooklyn NY 11217,(718) 638-1023,Creperies;Juice Bars & Smoothies,09:00 AM,09:00 PM,09:00 AM,09:00 PM,Yes
575,Tisserie 55,870 7th AveNew York NY 10019,(212) 463-0850,Cafes;Bakeries;Coffee & Tea,07:00 AM,08:00 PM,07:00 AM,08:00 PM,Yes
576,Park Central Hotel New York,870 7th AveNew York NY 10019,(212) 247-8000,Hotels,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
577,Paul’s Da Burger Joint,131 2nd AveNew York NY 10003,(212) 529-3033,Burgers,11:00 AM,11:30 PM,11:00 AM,11:30 PM,Yes
578,Taj Village,79-28 Metropolitan AveMiddle Village NY 11379,(718) 326-0099,Hookah Bars;Bubble Tea;Lounges,06:00 PM,03:00 AM,06:00 PM,02:00 AM,Yes
579,King of Falafel & Shawarma - Truck,31ST DitmarsAstoria NY 11105,(917) 912-7870,Food Trucks;Middle Eastern,11:30 AM,11:30 PM,CLOSED,CLOSED,Yes
580,Patisserie Claude,187 W 4th StNew York NY 10014,(212) 255-5911,Bakeries;Desserts;Cafes,08:00 AM,08:00 PM,08:00 AM,07:00 PM,Yes
581,White Maize,277 Smith StBrooklyn NY 11231,(347) 946-2493,Venezuelan;Gluten-Free;Empanadas,12:00 PM,10:00 PM,12:00 PM,09:00 PM,Yes
582,Fresk’o Yogurt & Cafe,31-19 30th AveAstoria NY 11102,(718) 278-8250,Ice Cream & Frozen Yogurt;Coffee & Tea;Juice Bars & Smoothies,06:30 AM,11:00 PM,06:30 AM,11:00 PM,Yes
583,19 Cafe,84 Manhattan AveNew York NY 11206,(718) 387-8777,Coffee & Tea;Asian Fusion;Breakfast & Brunch,08:30 AM,08:00 PM,08:30 AM,08:00 PM,Yes
584,Prime Time,1047 Broad StBloomfield NJ 07003,(973) 338-0134,Pizza;Italian;Salad,11:00 AM,10:00 PM,12:00 PM,10:00 PM,Yes
585,Tawa Food,3738 72nd StJackson Heights NY 11372,(718) 457-7766,Himalayan/Nepalese,09:00 AM,10:30 PM,09:00 AM,10:30 PM,Yes
586,Screamer’s Pizzeria,620 Manhattan AveBrooklyn NY 11222,(347) 844-9412,Pizza;Vegan,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
587,Downtown Bakery,69 1st AveNew York NY 10003,(212) 254-1757,Mexican,06:00 AM,10:00 PM,07:00 AM,10:00 PM,Yes
588,Project Cozy,398 Broome StNew York NY 10013,(646) 682-7613,Cafes;Juice Bars & Smoothies;Coffee & Tea,09:00 AM,08:00 PM,09:00 AM,08:00 PM,No
589,Donna Bell’s Bake Shop,301 W 49th StNew York NY 10019,(212) 582-8463,Coffee & Tea;Bakeries,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
590,McWhorter Barbecue,104 McWhorter StNewark NJ 07105,(973) 344-2633,Barbeque,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
591,Birch Coffee,56 7th AveNew York NY 10011,(212) 686-1444,Cafes,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
592,Cafe Grumpy,13 Essex StNew York NY 10002,(212) 777-7515,Coffee & Tea;Cafes;Bakeries,07:30 AM,07:00 PM,07:30 AM,07:00 PM,Yes
593,NY Jumbo Bagels,1070 2nd AveNew York NY 10022,(212) 355-6185,Bagels;Sandwiches;Coffee & Tea,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,Yes
594,Kimchi Grill,766 Washington AveBrooklyn NY 11238,(718) 360-1839,Korean;Barbeque;Tacos,11:30 AM,10:30 PM,11:30 AM,10:00 PM,Yes
595,New York Pão de Queijo,31-90 30th StAstoria NY 11106,(718) 204-1979,Brazilian;Burgers;Salad,09:00 AM,12:00 AM,09:00 AM,12:00 AM,Yes
596,Butcher Block,43-46 41st StSunnyside NY 11104,(718) 784-1078,Meat Shops;Irish;Sandwiches,08:00 AM,09:00 PM,08:00 AM,09:00 PM,Yes
597,Xin Fa Bakery,5617 8th AveBrooklyn NY 11220,(718) 871-2889,Bakeries;Chinese,07:00 AM,07:30 PM,07:00 AM,07:30 PM,Yes
598,Kings County Brewers Collective,381 Troutman StBrooklyn NY 11237,(718) 288-2891,Breweries;Beer Bar,12:00 PM,12:00 AM,12:00 PM,09:00 PM,Yes
599,Noodle Village,13 Mott StNew York NY 10013,(212) 233-0788,Chinese;Noodles,09:30 AM,11:00 PM,09:30 AM,11:00 PM,Yes
600,The Kati Roll Company,49 W 39th StNew York NY 10018,(212) 730-4280,Indian;Halal,12:00 PM,05:00 AM,12:00 PM,09:00 PM,Yes
601,Tacos Cholula,25 Ave ANew York NY 10009,(347) 772-5216,Mexican;Street Vendors,10:00 AM,04:00 AM,10:00 AM,04:00 AM,Yes
602,Healthy Fresh,1033 Morris Park AveBronx NY 10461,(718) 684-6411,Breakfast & Brunch;Sandwiches,06:00 AM,09:00 PM,08:00 AM,05:00 PM,Yes
603,Peking BBQ,58-11 Woodside AveWoodside NY 11377,(718) 672-1414,Chinese;Peruvian;Barbeque,11:30 AM,09:00 PM,11:30 AM,09:00 PM,Yes
604,DORADO Tacos & Quesadillas,28 E 12th StNew York NY 10003,(212) 627-0900,Mexican;Gluten-Free,11:00 AM,10:00 PM,12:00 PM,09:00 PM,Yes
605,Dos Amigos Restaurant,5300 Bergenline AveWest New York NJ 07093,(201) 348-2255,Cuban;Latin American;Sandwiches,09:00 AM,08:00 PM,10:00 AM,06:00 PM,Yes
606,Blue Maiz,606 8th AveNew York NY 10018,(212) 704-2106,Mexican,11:00 AM,10:00 PM,11:00 AM,09:00 PM,Yes
607,George’s Diner & Cafe,2369 Westchester AveBronx NY 10462,(718) 828-1170,Diners,05:00 AM,11:00 PM,05:00 AM,11:00 PM,Yes
608,Black Cat LES,172 Rivington StNew York NY 10002,(646) 918-7711,Coffee & Tea;Breakfast & Brunch;Sandwiches,08:00 AM,11:00 PM,08:00 AM,10:00 PM,Yes
609,John & Joe’s Pizzeria,749 Lydig AveBronx NY 10462,(718) 409-9776,Pizza,11:00 AM,01:00 AM,11:00 AM,12:00 AM,Yes
610,Café Martin,355 5th AveBrooklyn NY 11215,(347) 261-6836,Coffee & Tea,07:00 AM,06:00 PM,07:00 AM,06:00 PM,Yes
611,Glendale Bagels & Quality Deli,6935 Myrtle AveGlendale NY 11385,(718) 381-1363,Bagels;Breakfast & Brunch,05:00 AM,04:00 PM,05:00 AM,04:00 PM,Yes
612,La Maison du Croque Monsieur,17 E 13th StNew York NY 10003,(212) 675-2227,Sandwiches;French,10:00 AM,09:00 PM,10:00 AM,09:00 PM,Yes
613,Tin Cup Cafe,719 4th AveGreenwood NY 11232,(347) 725-3506,Coffee & Tea,09:00 AM,05:00 PM,09:00 AM,05:00 PM,Yes
614,Middle Eastern Halal Food,8601 5th AveBrooklyn NY 11209,(718) 755-5563,Halal;Middle Eastern;Food Trucks,11:00 AM,05:00 AM,11:00 AM,05:00 AM,Yes
615,Thelewala,112 Macdougal StNew York NY 10012,(212) 614-9100,Indian,11:30 AM,05:00 AM,11:30 AM,02:30 AM,Yes
616,Kam Boat Bakery & Cafe,111 Bowery StNew York NY 10002,(212) 274-1822,Bakeries;Cafes;Cupcakes,07:00 AM,08:00 PM,07:00 AM,08:00 PM,Yes
617,Ralpho’s Pizza,794 Broad AveRidgefield NJ 07657,(201) 945-3031,Pizza,09:30 AM,08:00 PM,CLOSED,CLOSED,Yes
618,Bagel Oasis,18312 Horace Harding ExpyFresh Meadows NY 11365,(718) 359-9245,Bagels;Delis,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,Yes
619,Shiny Tea,136-19 38th AveFlushing NY 11354,(718) 888-1781,Bubble Tea;Taiwanese,11:00 AM,09:00 PM,11:00 AM,08:00 PM,Yes
620,Karam Restaurant,8519 4th AveBrooklyn NY 11209,(718) 745-5227,Middle Eastern;Halal,06:00 AM,01:00 AM,06:00 AM,01:00 AM,Yes
621,Classic Coffee Shop,56 Hester StNew York NY 10002,(917) 685-3306,Coffee & Tea,09:00 AM,07:00 PM,09:00 AM,07:00 PM,Yes
622,Kung Fu Tea,73 Chrystie StNew York NY 10002,(646) 288-4936,Coffee & Tea;Bubble Tea;Juice Bars & Smoothies,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
623,Taqueria Tepango,568 Myrtle AveBrooklyn NY 11205,(718) 636-8878,Mexican,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
624,El Kucho Mexican Restaurant,141 Wilson AveBrooklyn NY 11237,(917) 966-5124,Mexican,12:00 PM,10:45 PM,12:00 PM,09:00 PM,Yes
625,S Wan Cafe,85 Eldridge St Lower ENew York NY 10002,(212) 966-8269,Cafes;Chinese,07:30 AM,06:30 PM,CLOSED,CLOSED,Yes
626,Eagle Trading,258 Franklin StBrooklyn NY 11222,(718) 576-3217,Cafes,08:00 AM,05:00 PM,08:00 AM,05:00 PM,Yes
627,Kabob Shack,182 Havemeyer StBrooklyn NY 11211,(718) 387-7111,Afghan;Middle Eastern;Mediterranean,11:00 AM,11:00 PM,12:00 PM,11:00 PM,Yes
628,Brookside Market,43-15 Queens BlvdSunnyside NY 11104,(718) 806-1902,Coffee & Tea;Sandwiches,07:00 AM,07:00 PM,07:00 AM,07:00 PM,Yes
629,Murray’s Falafel,261 1st AveNew York NY 10003,(212) 533-1956,Middle Eastern;Kosher;Falafel,CLOSED,CLOSED,11:00 AM,10:00 PM,Yes
630,Mi Espiguita Taqueria,32-44 31st StAstoria NY 11106,(718) 777-5648,Mexican,10:00 AM,09:30 PM,10:00 AM,09:30 PM,Yes
631,El Sol Del Caribe,150 Sterling AveJersey City NJ 07305,(201) 395-0094,Dominican,09:00 AM,09:00 PM,10:00 AM,08:00 PM,Yes
632,Halmae Noodle,413 Broad AvePalisades Park NJ 07650,(201) 482-8333,Korean;Noodles,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
633,NY Bagels & Cafe,587 1st AveNew York NY 10016,(212) 725-3777,Bagels;Breakfast & Brunch;Sandwiches,04:00 AM,09:00 PM,04:00 AM,09:00 PM,Yes
634,Mi Pueblito,412 Kearny AveKearny NJ 07032,(201) 991-3330,Mexican,10:00 AM,10:30 PM,10:00 AM,09:00 PM,Yes
635,Boobie Trap,308 Bleecker StBrooklyn NY 11237,(347) 240-9105,Dive Bars,12:00 PM,04:00 AM,12:00 PM,12:00 AM,No
636,Jessi’s Coffee Shop,223 Bushwick AveBrooklyn NY 11206,(718) 386-3931,Coffee & Tea;Bakeries;Sandwiches,06:00 AM,06:00 PM,07:00 AM,05:30 PM,Yes
637,Pizza Studio,444 E. Fordham Rd.Bronx NY 10458,(718) 215-6820,Pizza,11:00 AM,10:00 PM,11:00 AM,09:00 PM,Yes
638,Beny’s Delice,903 Fulton StBrooklyn NY 11238,(718) 622-1400,Coffee & Tea;Bakeries;Sandwiches,07:00 AM,09:00 PM,07:00 AM,09:00 PM,Yes
639,Pacific Standard Brooklyn,82 4th AveBrooklyn NY 11217,(718) 858-1951,Bars,12:00 PM,04:00 AM,12:00 PM,04:00 AM,No
640,Rutt’s Hut,417 River RdClifton NJ 07014,(973) 779-8615,Hot Dogs,08:00 AM,01:00 AM,08:00 AM,11:00 PM,Yes
641,Snow & Creme,6116 7Th AveFl 1Brooklyn NY 11220,(929) 298-0737,Cafes;Ice Cream & Frozen Yogurt;Poke,11:30 AM,12:30 AM,11:30 AM,11:30 PM,Yes
642,Landin Mac & Cheese,701 Melrose AveBronx NY 10455,(347) 726-4217,American (Traditional),12:00 PM,09:00 PM,CLOSED,CLOSED,Yes
643,Tony’s Pizza,336 Knickerbocker AveBrooklyn NY 11237,(718) 456-7020,Pizza,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
644,People’s Pops,W 16th St & 10th AveNew York NY 10014,(347) 850-2388,Ice Cream & Frozen Yogurt;Food Stands,10:00 AM,09:00 PM,10:00 AM,09:00 PM,Yes
645,Bigoi Venezia,1415 Second AveNew York NY 10021,(347) 894-5909,Italian;Pasta Shops,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
646,Bluestone Lane,30 Broad StNew York NY 10004,(646) 684-3771,Coffee & Tea;Gluten-Free;Breakfast & Brunch,08:00 AM,05:00 PM,08:00 AM,05:00 PM,Yes
647,Gnarly Eats,447 7th AveBrooklyn NY 11215,(718) 360-1661,Burgers;Sandwiches;Comfort Food,12:00 PM,09:30 PM,12:00 PM,09:30 PM,Yes
648,Natural Blend Juice Bar & Bakery,243 Malcolm X BlvdBrooklyn NY 11233,(347) 378-2440,Cafes;Bakeries;Juice Bars & Smoothies,08:00 AM,09:00 PM,09:00 AM,06:00 PM,Yes
649,Elim Deli Cafe,851 Lexington AveNew York NY 10065,(212) 439-8320,Delis,07:00 AM,05:00 PM,CLOSED,CLOSED,Yes
650,La Bonbonniere,28 8th AveNew York NY 10014,(212) 741-9266,Breakfast & Brunch;Burgers;Diners,07:00 AM,10:00 PM,07:00 AM,10:00 PM,Yes
651,Madame Sousou Cafe,31-05 33rd StAstoria NY 11106,(718) 710-6577,Cafes;Coffee & Tea,06:00 AM,09:00 PM,06:00 AM,09:00 PM,Yes
652,Lao Bei Fang Dumpling House,8305 BroadwayElmhurst NY 11373,(718) 639-3996,Chinese;Noodles,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
653,Tehuitzingo,695 10th AveNew York NY 10036,(212) 397-5956,Grocery;Mexican;Delis,11:00 AM,10:15 PM,11:00 AM,10:15 PM,Yes
654,Dos Toros Taqueria,137 4th AveNew York NY 10003,(212) 677-7300,Mexican,11:30 AM,11:00 PM,11:30 AM,10:30 PM,Yes
655,CJ’s Cafe,177-15 Union TpkeFresh Meadow NY 11366,(718) 480-6370,Sandwiches;Breakfast & Brunch;Juice Bars & Smoothies,09:00 AM,09:00 PM,09:00 AM,09:00 PM,Yes
656,Ninth Street Espresso,341 E 10th StNew York NY 10009,(212) 777-3508,Coffee & Tea,07:00 AM,08:00 PM,07:00 AM,08:00 PM,Yes
657,Sacco Pizza,819 9th AveNew York NY 10019,(212) 582-7765,Pizza,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
658,Taco Mix,234 E 116th StNew York NY 10029,(212) 289-2963,Mexican,09:00 AM,05:30 AM,09:00 AM,05:30 AM,Yes
659,Santa Salsa,234 Starr StBrooklyn NY 11237,(347) 683-2605,Venezuelan;Burgers;Hot Dogs,05:00 PM,12:00 AM,05:00 PM,11:00 PM,Yes
660,Blue Spoon Coffee,90 William StNew York NY 10038,(212) 809-8880,Cafes,08:00 AM,03:00 PM,CLOSED,CLOSED,Yes
661,Roti Roll Bombay Frankie,994 Amsterdam AveNew York NY 10025,(212) 666-1500,Indian,11:00 AM,04:00 AM,11:00 AM,02:00 AM,Yes
662,Brennan & Carr,3432 Nostrand AveBrooklyn NY 11229,(718) 769-1254,American (Traditional),11:00 AM,01:00 AM,11:00 AM,01:00 AM,Yes
663,Our Coffee Shop,38-08 29th StLong Island City NY 11101,(347) 833-3074,Coffee & Tea,08:00 AM,02:00 PM,09:00 AM,01:00 PM,Yes
664,Delmar Pizzeria,1668 Sheepshead Bay RdBrooklyn NY 11235,(718) 769-7766,Pizza;Italian;Sandwiches,11:00 AM,10:00 PM,12:00 PM,09:00 PM,Yes
665,Taquitos Mexico,6720 14th AveBrooklyn NY 11219,(718) 942-4990,Mexican,10:00 AM,12:00 AM,10:00 AM,11:00 PM,Yes
666,Rose & Joe’s Italian Bakery,2240 31st StAstoria NY 11105,(718) 721-9422,Bakeries;Bagels;Pizza,06:00 AM,09:00 PM,06:00 AM,06:00 PM,Yes
667,Mellow Yellow Coffee and Vibes,1729 1st AvNew York NY 10128,(212) 722-7220,Coffee & Tea;Breakfast & Brunch;Juice Bars & Smoothies,08:00 AM,07:30 PM,08:00 AM,07:30 PM,Yes
668,LIC Beer Project,39-28 23rd StLong Island City NY 11101,(917) 832-6840,Breweries;Bars,01:00 PM,11:00 PM,01:00 PM,09:00 PM,No
669,Ole Mexican Grille,126-11 15th AveCollege Point NY 11356,(718) 353-0457,Mexican,12:00 PM,10:00 PM,12:00 PM,08:00 PM,Yes
670,Joe’s Pizza,216 Bedford AveBrooklyn NY 11249,(718) 388-2216,Pizza,10:30 AM,05:00 AM,10:30 AM,04:00 AM,Yes
671,Ninth Street Espresso,109 E 56th StNew York NY 10022,(646) 559-4793,Coffee & Tea,08:00 AM,05:00 PM,08:00 AM,05:00 PM,Yes
672,The Lombardy,111 E 56th StNew York NY 10022,(646) 883-0379,Hotels,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
673,Filicori Zecchini,2541 BroadwayNew York NY 10025,(646) 918-7717,Coffee & Tea;Breakfast & Brunch;Sandwiches,06:00 AM,09:00 PM,08:00 AM,08:00 PM,Yes
674,Sac’s Place Of Jackson Heights,86-14 37th AveJackson Heights NY 11372,(718) 685-2623,Pizza;Salad;Italian,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
675,Stella Di Sicilia Bakery,217 Montrose AveBrooklyn NY 11206,(718) 417-1849,Bakeries;Sandwiches;Desserts,07:15 AM,05:00 PM,07:15 AM,05:00 PM,Yes
676,Park Italian Gourmet,60 W 45th StNew York NY 10036,(212) 382-0580,Italian;Delis;Sandwiches,CLOSED,CLOSED,CLOSED,CLOSED,Yes
