Name,Address,Phone,Cuisines,Take Out,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
La Maison du Croque Monsieur,17 E 13th StNew York NY 10003,(212) 675-2227,Sandwiches;French,Yes,10:00 AM,9:00 PM,10:00 AM,9:00 PM
Tin Cup Cafe,719 4th AveGreenwood NY 11232,(347) 725-3506,Coffee & Tea,Yes,9:00 AM,5:00 PM,9:00 AM,5:00 PM
Middle Eastern Halal Food,8601 5th AveBrooklyn NY 11209,(718) 755-5563,Halal;Middle Eastern;Food Trucks,Yes,11:00 AM,5:00 AM,11:00 AM,5:00 AM
Thelewala,112 Macdougal StNew York NY 10012,(212) 614-9100,Indian,Yes,11:30 AM,5:00 AM,11:30 AM,2:30 AM
Kam Boat Bakery & Cafe,111 Bowery StNew York NY 10002,(212) 274-1822,Bakeries;Cafes;Cupcakes,Yes,7:00 AM,8:00 PM,7:00 AM,8:00 PM
Ralpho’s Pizza,794 Broad AveRidgefield NJ 07657,(201) 945-3031,Pizza,Yes,9:30 AM,8:00 PM,CLOSED,CLOSED
Bagel Oasis,18312 Horace Harding ExpyFresh Meadows NY 11365,(718) 359-9245,Bagels;Delis,Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Shiny Tea,136-19 38th AveFlushing NY 11354,(718) 888-1781,Bubble Tea;Taiwanese,Yes,11:00 AM,9:00 PM,11:00 AM,8:00 PM
Karam Restaurant,8519 4th AveBrooklyn NY 11209,(718) 745-5227,Middle Eastern;Halal,Yes,6:00 AM,1:00 AM,6:00 AM,1:00 AM
Classic Coffee Shop,56 Hester StNew York NY 10002,(917) 685-3306,Coffee & Tea,Yes,9:00 AM,7:00 PM,9:00 AM,7:00 PM
Kung Fu Tea,73 Chrystie StNew York NY 10002,(646) 288-4936,Coffee & Tea;Bubble Tea;Juice Bars & Smoothies,Yes,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Taqueria Tepango,568 Myrtle AveBrooklyn NY 11205,(718) 636-8878,Mexican,Yes,10:00 AM,11:00 PM,10:00 AM,11:00 PM
El Kucho Mexican Restaurant,141 Wilson AveBrooklyn NY 11237,(917) 966-5124,Mexican,Yes,12:00 PM,10:45 PM,12:00 PM,9:00 PM
S Wan Cafe,85 Eldridge St Lower ENew York NY 10002,(212) 966-8269,Cafes;Chinese,Yes,7:30 AM,6:30 PM,CLOSED,CLOSED
Eagle Trading,258 Franklin StBrooklyn NY 11222,(718) 576-3217,Cafes,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
Kabob Shack,182 Havemeyer StBrooklyn NY 11211,(718) 387-7111,Afghan;Middle Eastern;Mediterranean,Yes,11:00 AM,11:00 PM,12:00 PM,11:00 PM
Brookside Market,43-15 Queens BlvdSunnyside NY 11104,(718) 806-1902,Coffee & Tea;Sandwiches,Yes,7:00 AM,7:00 PM,7:00 AM,7:00 PM
Murray’s Falafel,261 1st AveNew York NY 10003,(212) 533-1956,Middle Eastern;Kosher;Falafel,Yes,CLOSED,CLOSED,11:00 AM,10:00 PM
Mi Espiguita Taqueria,32-44 31st StAstoria NY 11106,(718) 777-5648,Mexican,Yes,10:00 AM,9:30 PM,10:00 AM,9:30 PM
El Sol Del Caribe,150 Sterling AveJersey City NJ 07305,(201) 395-0094,Dominican,Yes,9:00 AM,9:00 PM,10:00 AM,8:00 PM
Halmae Noodle,413 Broad AvePalisades Park NJ 07650,(201) 482-8333,Korean;Noodles,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
NY Bagels & Cafe,587 1st AveNew York NY 10016,(212) 725-3777,Bagels;Breakfast & Brunch;Sandwiches,Yes,4:00 AM,9:00 PM,4:00 AM,9:00 PM
Mi Pueblito,412 Kearny AveKearny NJ 07032,(201) 991-3330,Mexican,Yes,10:00 AM,10:30 PM,10:00 AM,9:00 PM
Boobie Trap,308 Bleecker StBrooklyn NY 11237,(347) 240-9105,Dive Bars,No,12:00 PM,4:00 AM,12:00 PM,12:00 AM
Jessi’s Coffee Shop,223 Bushwick AveBrooklyn NY 11206,(718) 386-3931,Coffee & Tea;Bakeries;Sandwiches,Yes,6:00 AM,6:00 PM,7:00 AM,5:30 PM
Pizza Studio,444 E. Fordham Rd.Bronx NY 10458,(718) 215-6820,Pizza,Yes,11:00 AM,10:00 PM,11:00 AM,9:00 PM
Beny’s Delice,903 Fulton StBrooklyn NY 11238,(718) 622-1400,Coffee & Tea;Bakeries;Sandwiches,Yes,7:00 AM,9:00 PM,7:00 AM,9:00 PM
Pacific Standard Brooklyn,82 4th AveBrooklyn NY 11217,(718) 858-1951,Bars,No,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Rutt’s Hut,417 River RdClifton NJ 07014,(973) 779-8615,Hot Dogs,Yes,8:00 AM,1:00 AM,8:00 AM,11:00 PM
Snow & Creme,6116 7Th AveFl 1Brooklyn NY 11220,(929) 298-0737,Cafes;Ice Cream & Frozen Yogurt;Poke,Yes,11:30 AM,12:30 AM,11:30 AM,11:30 PM
Landin Mac & Cheese,701 Melrose AveBronx NY 10455,(347) 726-4217,American (Traditional),Yes,12:00 PM,9:00 PM,CLOSED,CLOSED
Tony’s Pizza,336 Knickerbocker AveBrooklyn NY 11237,(718) 456-7020,Pizza,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
People’s Pops,W 16th St & 10th AveNew York NY 10014,(347) 850-2388,Ice Cream & Frozen Yogurt;Food Stands,Yes,10:00 AM,9:00 PM,10:00 AM,9:00 PM
Bigoi Venezia,1415 Second AveNew York NY 10021,(347) 894-5909,Italian;Pasta Shops,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Bluestone Lane,30 Broad StNew York NY 10004,(646) 684-3771,Coffee & Tea;Gluten-Free;Breakfast & Brunch,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
Gnarly Eats,447 7th AveBrooklyn NY 11215,(718) 360-1661,Burgers;Sandwiches;Comfort Food,Yes,12:00 PM,9:30 PM,12:00 PM,9:30 PM
Natural Blend Juice Bar & Bakery,243 Malcolm X BlvdBrooklyn NY 11233,(347) 378-2440,Cafes;Bakeries;Juice Bars & Smoothies,Yes,8:00 AM,9:00 PM,9:00 AM,6:00 PM
Elim Deli Cafe,851 Lexington AveNew York NY 10065,(212) 439-8320,Delis,Yes,7:00 AM,5:00 PM,CLOSED,CLOSED
La Bonbonniere,28 8th AveNew York NY 10014,(212) 741-9266,Breakfast & Brunch;Burgers;Diners,Yes,7:00 AM,10:00 PM,7:00 AM,10:00 PM
Madame Sousou Cafe,31-05 33rd StAstoria NY 11106,(718) 710-6577,Cafes;Coffee & Tea,Yes,6:00 AM,9:00 PM,6:00 AM,9:00 PM
Lao Bei Fang Dumpling House,8305 BroadwayElmhurst NY 11373,(718) 639-3996,Chinese;Noodles,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Tehuitzingo,695 10th AveNew York NY 10036,(212) 397-5956,Grocery;Mexican;Delis,Yes,11:00 AM,10:15 PM,11:00 AM,10:15 PM
Dos Toros Taqueria,137 4th AveNew York NY 10003,(212) 677-7300,Mexican,Yes,11:30 AM,11:00 PM,11:30 AM,10:30 PM
CJ’s Cafe,177-15 Union TpkeFresh Meadow NY 11366,(718) 480-6370,Sandwiches;Breakfast & Brunch;Juice Bars & Smoothies,Yes,9:00 AM,9:00 PM,9:00 AM,9:00 PM
Ninth Street Espresso,341 E 10th StNew York NY 10009,(212) 777-3508,Coffee & Tea,Yes,7:00 AM,8:00 PM,7:00 AM,8:00 PM
Sacco Pizza,819 9th AveNew York NY 10019,(212) 582-7765,Pizza,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Taco Mix,234 E 116th StNew York NY 10029,(212) 289-2963,Mexican,Yes,9:00 AM,5:30 AM,9:00 AM,5:30 AM
Santa Salsa,234 Starr StBrooklyn NY 11237,(347) 683-2605,Venezuelan;Burgers;Hot Dogs,Yes,5:00 PM,12:00 AM,5:00 PM,11:00 PM
Blue Spoon Coffee,90 William StNew York NY 10038,(212) 809-8880,Cafes,Yes,8:00 AM,3:00 PM,CLOSED,CLOSED
Roti Roll Bombay Frankie,994 Amsterdam AveNew York NY 10025,(212) 666-1500,Indian,Yes,11:00 AM,4:00 AM,11:00 AM,2:00 AM
Brennan & Carr,3432 Nostrand AveBrooklyn NY 11229,(718) 769-1254,American (Traditional),Yes,11:00 AM,1:00 AM,11:00 AM,1:00 AM
Our Coffee Shop,38-08 29th StLong Island City NY 11101,(347) 833-3074,Coffee & Tea,Yes,8:00 AM,2:00 PM,9:00 AM,1:00 PM
Delmar Pizzeria,1668 Sheepshead Bay RdBrooklyn NY 11235,(718) 769-7766,Pizza;Italian;Sandwiches,Yes,11:00 AM,10:00 PM,12:00 PM,9:00 PM
Taquitos Mexico,6720 14th AveBrooklyn NY 11219,(718) 942-4990,Mexican,Yes,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Rose & Joe’s Italian Bakery,2240 31st StAstoria NY 11105,(718) 721-9422,Bakeries;Bagels;Pizza,Yes,6:00 AM,9:00 PM,6:00 AM,6:00 PM
Mellow Yellow Coffee and Vibes,1729 1st AvNew York NY 10128,(212) 722-7220,Coffee & Tea;Breakfast & Brunch;Juice Bars & Smoothies,Yes,8:00 AM,7:30 PM,8:00 AM,7:30 PM
LIC Beer Project,39-28 23rd StLong Island City NY 11101,(917) 832-6840,Breweries;Bars,No,1:00 PM,11:00 PM,1:00 PM,9:00 PM
Ole Mexican Grille,126-11 15th AveCollege Point NY 11356,(718) 353-0457,Mexican,Yes,12:00 PM,10:00 PM,12:00 PM,8:00 PM
Joe’s Pizza,216 Bedford AveBrooklyn NY 11249,(718) 388-2216,Pizza,Yes,10:30 AM,5:00 AM,10:30 AM,4:00 AM
Ninth Street Espresso,109 E 56th StNew York NY 10022,(646) 559-4793,Coffee & Tea,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
The Lombardy,111 E 56th StNew York NY 10022,(646) 883-0379,Hotels,No,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Filicori Zecchini,2541 BroadwayNew York NY 10025,(646) 918-7717,Coffee & Tea;Breakfast & Brunch;Sandwiches,Yes,6:00 AM,9:00 PM,8:00 AM,8:00 PM
Sac’s Place Of Jackson Heights,86-14 37th AveJackson Heights NY 11372,(718) 685-2623,Pizza;Salad;Italian,Yes,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Stella Di Sicilia Bakery,217 Montrose AveBrooklyn NY 11206,(718) 417-1849,Bakeries;Sandwiches;Desserts,Yes,7:15 AM,5:00 PM,7:15 AM,5:00 PM
Park Italian Gourmet,60 W 45th StNew York NY 10036,(212) 382-0580,Italian;Delis;Sandwiches,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Trophy Bar,351 BroadwayBrooklyn NY 11211,(347) 227-8515,Cocktail Bars;American (New);Lounges,No,4:00 PM,4:00 AM,4:00 PM,2:00 AM
Trinidad Golden Place Restaurant,788 Nostrand AveBrooklyn NY 11216,(718) 735-7065,Chinese;Trinidadian,Yes,10:00 AM,10:00 PM,CLOSED,CLOSED
Pyza,118 Nassau AveBrooklyn NY 11222,(718) 349-8829,Polish,Yes,11:00 AM,8:00 PM,11:00 AM,8:00 PM
KTB Coffee Shop & Lounge,323 Ridge RdNorth Arlington NJ 07031,(201) 991-1700,Coffee & Tea;Breakfast & Brunch;Lounges,Yes,6:00 AM,11:00 PM,7:00 AM,9:00 PM
Madman Espresso,54 University PlNew York NY 10003,(347) 781-1121,Coffee & Tea,Yes,8:30 AM,7:00 PM,8:30 AM,7:00 PM
By The Way Bakery,1236 Lexington AveNew York NY 10028,(212) 988-3300,Gluten-Free;Bakeries;Kosher,Yes,8:00 AM,8:00 PM,8:00 AM,8:00 PM
Golden Cicada Tavern,195 Grand StJersey City NJ 07302,(201) 432-0048,Dive Bars,No,5:00 PM,2:00 AM,5:00 PM,11:00 PM
Hot Bagels Abroad,1129 Broad StBloomfield NJ 07003,(973) 338-9616,Bagels;Breakfast & Brunch;Sandwiches,Yes,5:00 AM,4:00 PM,5:00 AM,3:00 PM
Drop Off Service,211 Ave ANew York NY 10009,(212) 260-2914,Bars,No,1:00 PM,4:00 AM,1:00 PM,4:00 AM
Cafe Buunni,213 Pinehurst AveNew York NY 10033,(212) 568-8700,Cafes,Yes,7:00 AM,7:00 PM,7:00 AM,7:00 PM
Acapulco,1116 Manhattan AveSte 2-LBrooklyn NY 11222,(718) 349-8429,Mexican;Sandwiches;American (New),Yes,9:00 AM,10:00 PM,9:00 AM,10:00 PM
PROOF Coffee Roasters,335 E 27th StNew York NY 10016,(212) 689-1000,Bakeries;Coffee Roasteries;Breakfast & Brunch,Yes,9:00 AM,5:00 PM,9:00 AM,5:00 PM
Mike’s Coffee Shop,328 Dekalb AveBrooklyn NY 11205,(718) 857-1462,Diners;Coffee & Tea;Breakfast & Brunch,Yes,7:00 AM,6:00 PM,7:00 AM,6:00 PM
Botanica Bar,47 E Houston StSte BNew York NY 10012,(212) 343-7251,Bars,No,6:00 PM,4:00 AM,6:00 PM,4:00 AM
Heaven’s Hot Bagel,283 E Houston StNew York NY 10002,(212) 420-7566,Bagels;Delis;Breakfast & Brunch,Yes,7:00 AM,4:00 PM,8:00 AM,3:30 PM
duckduck,153 Montrose AveBrooklyn NY 11206,(347) 799-1449,Dive Bars,No,4:00 PM,4:00 AM,4:00 PM,4:00 AM
The Mudtruck,Astor Place Uptown 6 TrainNew York NY 10003,(212) 529-8766,Coffee & Tea;Street Vendors,No,CLOSED,CLOSED,CLOSED,CLOSED
The Hummus & Pita,616 8th AveNew York NY 10018,(646) 944-4500,Middle Eastern;Mediterranean;Vegetarian,Yes,11:00 AM,10:00 PM,11:00 AM,9:00 PM
El Gran Castillo De Jagua,355 Flatbush AveBrooklyn NY 11238,(718) 622-8700,Latin American;Dominican,Yes,7:00 AM,12:30 AM,7:00 AM,12:30 AM
Scarr’s Pizza,22 Orchard StNew York NY 10002,(212) 334-3481,Pizza,Yes,12:00 PM,12:00 AM,12:00 PM,10:00 PM
FIKA,407 Park Ave SNew York NY 10016,(646) 649-5133,Coffee & Tea;Scandinavian,Yes,9:00 AM,5:00 PM,10:00 AM,5:00 PM
Cafe One,1619 Amsterdam AveNew York NY 10031,(212) 690-0060,Coffee & Tea,Yes,8:00 AM,7:00 PM,8:00 AM,6:00 PM
Tibetan Dumpling Cafe,4908 Queens BlvdWoodside NY 11377,(347) 507-1555,Himalayan/Nepalese;Indian;Cafes,Yes,11:00 AM,11:00 PM,11:00 AM,10:30 PM
Bachi 197,197 Hackensack StWood-Ridge NJ 07075,(201) 579-0881,Mexican;Chinese;American (Traditional),Yes,11:00 AM,10:30 PM,11:00 AM,10:00 PM
Barcelona Bar,923 8th AveNew York NY 10019,(212) 245-3212,Dive Bars,No,4:00 PM,4:00 AM,4:00 PM,4:00 AM
Early,967 Manhattan AveBrooklyn NY 11222,(718) 383-6963,Coffee & Tea;Sandwiches,Yes,8:00 AM,4:00 PM,8:00 AM,4:00 PM
CoCo Fresh Tea & Juice,129 E 45th StNew York NY 10017,(212) 518-8808,Coffee & Tea;Juice Bars & Smoothies;Bubble Tea,Yes,10:30 AM,9:00 PM,10:30 AM,9:00 PM
Turco Mediterranean Grill,604 9th AveNew York NY 10036,(212) 510-8666,Mediterranean;Soup;Sandwiches,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Little Italy Pizza,55 W 45th StNew York NY 10036,(212) 730-7575,Pizza,Yes,10:00 AM,7:00 PM,CLOSED,CLOSED
The Bao Shoppe,34 Canal StNew York NY 10002,(646) 756-4181,Asian Fusion;Sandwiches;Bubble Tea,Yes,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Los Papi’s,77 Bridge StBrooklyn NY 11201,(718) 596-6965,Latin American,Yes,5:30 AM,2:00 PM,CLOSED,CLOSED
Ni Japanese Delicacies,120 Essex StNew York NY 10002,(646) 675-4324,Japanese;Delis,Yes,9:00 AM,7:00 PM,10:00 AM,6:00 PM
Corner Bistro,331 W 4th StNew York NY 10014,(212) 242-9502,Burgers;Sports Bars,Yes,11:30 AM,4:00 AM,12:00 PM,4:00 AM
The Kati Roll Company,99 MacDougal StNew York NY 10012,(212) 420-6497,Indian;Halal,Yes,11:30 AM,5:00 AM,11:30 AM,2:00 AM
Sweet Churros,11 W 32nd StNew York NY 10001,(917) 847-1878,Coffee & Tea;Desserts;Ice Cream & Frozen Yogurt,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Food Gallery 32,11 W 32nd StNew York NY 10001,(212) 967-1678,Food Court,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Tutt Cafe,47 Hicks StBrooklyn NY 11201,(718) 722-7777,Middle Eastern;Sandwiches;Coffee & Tea,Yes,11:00 AM,10:30 PM,11:00 AM,10:30 PM
The Wooly Daily,11 Barclay StNew York NY 10007,(678) 439-6659,Coffee & Tea;Bakeries,Yes,CLOSED,CLOSED,CLOSED,CLOSED
GNR’s La Concha,384 Central AveJersey City NJ 07307,(201) 795-2522,Latin American;Spanish;Dominican,Yes,11:00 AM,9:00 PM,11:00 AM,8:00 PM
Loduca Pizza,14 Newkirk PlzBrooklyn NY 11226,(718) 859-1501,Pizza,Yes,12:00 PM,9:00 PM,CLOSED,CLOSED
Lucky Larry’s,273 Valley BlvdWood-Ridge NJ 07075,(201) 438-1515,Delis;Breakfast & Brunch;Sandwiches,Yes,7:00 AM,2:00 PM,9:00 AM,2:00 PM
Bite,335 Lafayette StNew York NY 10012,(212) 431-0301,Coffee & Tea;Breakfast & Brunch;Bars,Yes,10:00 AM,8:00 PM,10:00 AM,8:00 PM
Ateaz,116-29 Metropolitan AveKew Gardens NY 11415,(347) 494-5391,Coffee & Tea;Desserts,Yes,7:00 AM,10:00 PM,7:00 AM,10:00 PM
Georges-André Vintage Café,558 Halsey StBrooklyn NY 11233,(646) 258-0514,Cafes,Yes,8:00 AM,5:30 PM,8:30 AM,5:00 PM
Gray’s Papaya,2090 BroadwayNew York NY 10023,(212) 799-0243,Hot Dogs;Juice Bars & Smoothies,Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Pho Rainbow,42 New Dorp Plz SStaten Island NY 10306,(718) 987-1084,Vietnamese,Yes,11:00 AM,9:30 PM,11:00 AM,9:00 PM
Fatima’s Halal Kitchen,25-25 BroadwayAstoria NY 11106,(718) 278-0080,Chinese;Halal,Yes,11:00 AM,12:00 AM,12:00 PM,11:00 PM
Arbuz,1706 Sheepshead Bay RdBrooklyn NY 11235,(718) 975-0999,Ice Cream & Frozen Yogurt;Creperies;Coffee & Tea,Yes,9:00 AM,11:00 PM,9:00 AM,10:00 PM
Cousin John’s Cafe & Bakery,70 7th AveBrooklyn NY 11217,(718) 622-7333,Bakeries;Breakfast & Brunch,Yes,7:00 AM,11:00 PM,7:00 AM,9:00 PM
Homemade Taqueria,45-09 34th AveLong Island City NY 11101,(718) 255-1349,Mexican,Yes,7:00 AM,10:30 PM,11:00 AM,10:00 PM
El Rico Tinto,7607 37th AveJackson Heights NY 11372,(718) 424-1324,Colombian;Mexican,Yes,6:00 AM,9:00 PM,6:00 AM,9:00 PM
Cafe Riviera,830 Manhattan AveBrooklyn NY 11222,(718) 383-8450,Bakeries;Cafes,Yes,8:00 AM,9:00 PM,8:00 AM,9:00 PM
Marty’s V Burger,134 East 27th StNew York NY 10016,(646) 484-6325,Vegan;Fast Food;Burgers,Yes,11:00 AM,10:00 PM,CLOSED,CLOSED
Happy Lemon,133-35 Roosevelt AveSte 11Flushing NY 11354,(347) 368-4023,Taiwanese;Bubble Tea;Juice Bars & Smoothies,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Tompkins Square Bagels -  2nd Ave,184 2nd AveNew York NY 10003,(917) 472-7639,Bagels;Salad;Sandwiches,Yes,7:00 AM,5:00 PM,7:00 AM,5:00 PM
Leli’s Bakery,35-14 30th AveAstoria NY 11103,(718) 626-8090,Cafes;Bakeries;Desserts,Yes,7:00 AM,11:00 PM,7:00 AM,9:00 PM
Taqueria De Los Muertos,663 Washington AveBrooklyn NY 11238,(718) 484-0310,Mexican;Desserts;Breakfast & Brunch,Yes,10:00 AM,11:00 PM,10:00 AM,10:00 PM
George’s Deli,3619 28th AveAstoria NY 11103,(718) 777-3200,Delis,Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Patiala Indian Grill,371 W 34th StNew York NY 10001,(212) 564-8255,Indian,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
d Elici,71 Nassau StNew York NY 10038,(212) 587-5740,Salad;Sandwiches;Breakfast & Brunch,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Tacos Matamoros,4503 5th AveBrooklyn NY 11220,(718) 871-7627,Mexican,Yes,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Violet’s Bake Shoppe,72-36 Austin StForest Hills NY 11375,(718) 263-3839,Bakeries;Vietnamese;Bubble Tea,Yes,9:00 AM,8:00 PM,9:00 AM,7:00 PM
Five Tacos,119 Saint Marks PlNew York NY 10009,(917) 854-7363,Mexican,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Johnny’s Bar,90 Greenwich AveNew York NY 10011,(212) 741-5279,Dive Bars,No,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Bao Bao Cafe,61 Lexington AveUnit BNew York NY 10010,(917) 388-2479,Cafes;Asian Fusion;Ramen,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
MIGHTY Bowl,120 Macdougal StNew York NY 10012,(212) 777-5750,Asian Fusion;Japanese;Poke,Yes,12:00 PM,10:00 PM,12:00 PM,10:00 PM
Little Zelda,728 Franklin AveBrooklyn NY 11238,(917) 499-3244,Coffee & Tea,Yes,8:00 AM,6:00 PM,8:00 AM,6:00 PM
L?NA Coffee Bar,1B W 8th StNew York NY 10011,(212) 979-2315,Coffee & Tea;Sandwiches,Yes,7:00 AM,6:00 PM,7:00 AM,6:00 PM
Duck Wong,2341 86th StBrooklyn NY 11214,(718) 483-9687,Cantonese;Noodles;Asian Fusion,Yes,10:00 AM,10:00 PM,10:00 AM,9:00 PM
Yankee J-Z Pizza,1599 Westchester AveBronx NY 10472,(718) 328-4349,Pizza,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Hanco’s,350 7th AveBrooklyn NY 11215,(718) 499-8081,Vietnamese;Coffee & Tea;Internet Cafes,Yes,11:15 AM,9:00 PM,11:15 AM,9:00 PM
Lucky House Kitchen,343 Lewis AveBrooklyn NY 11233,(718) 443-2298,Chinese,Yes,12:00 PM,12:00 AM,2:00 PM,11:00 PM
El Diablito Taqueria,60 E 3rd StNew York NY 10003,(646) 692-9268,Mexican,Yes,11:00 AM,10:30 PM,11:00 AM,10:30 PM
2 Bros Pizza,31 W 46th StNew York NY 10036,(212) 704-4251,Pizza,Yes,10:00 AM,9:00 PM,10:00 AM,9:00 PM
Sal’s Pizza and Italian Kitchen,2007 127th StCollege Point NY 11356,(718) 939-3900,Pizza;Italian;Seafood,Yes,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Cafe Panino Mucho Giusto,551 Hudson StNew York NY 10014,(212) 229-2799,Bagels;Breakfast & Brunch;Cafes,Yes,8:00 AM,8:00 PM,8:00 AM,8:00 PM
Brooklyn Roasting Company,50 W 23rd StNew York NY 10010,(718) 855-1000,Coffee & Tea;Sandwiches;Coffee Roasteries,Yes,7:00 AM,7:00 PM,7:00 AM,7:00 PM
Yaya Tea Garden,206 Grand StNew York NY 10013,(212) 929-2832,Bubble Tea;Japanese;Coffee & Tea,Yes,10:00 AM,9:00 PM,10:00 AM,9:00 PM
Sandwich House,17 Ann StNew York NY 10038,(212) 566-6886,Sandwiches;Italian,Yes,12:00 PM,9:00 PM,CLOSED,CLOSED
De Hot Pot,1127 Washington AveBrooklyn NY 11225,(347) 240-1180,Trinidadian,Yes,9:00 AM,8:00 PM,9:00 AM,8:00 PM
Carmine’s Pizzeria,358 Graham AveBrooklyn NY 11211,(718) 782-9659,Pizza;Italian;Sports Bars,Yes,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Steve & Andrea’s Restaurant,298 Park AveRutherford NJ 07070,(201) 939-7668,Breakfast & Brunch;Sandwiches;American (New),Yes,7:00 AM,3:30 PM,8:00 AM,2:00 PM
Sweet Haus Cafe,143-01 45th AveFlushing NY 11355,(718) 886-0232,Salad;Coffee & Tea;Juice Bars & Smoothies,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
Habana To-Go,229 Elizabeth StNew York NY 10012,(212) 625-2002,Mexican;Cuban,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Romeo’s Pizzeria,134-24 Crossbay BlvdOzone Park NY 11417,(718) 845-3300,Pizza;Italian,Yes,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Arepa Factory,147 Ave ANew York NY 10009,(646) 490-6828,Venezuelan;Gluten-Free,Yes,11:00 AM,12:00 AM,11:00 AM,9:00 PM
Cafe Leah,225 Broad AvePalisades Park NJ 07650,(201) 585-0020,Desserts;Cafes;Coffee & Tea,Yes,7:00 AM,11:00 PM,7:00 AM,11:00 PM
Think Sweet,546 Kings HwyBrooklyn NY 11223,(718) 645-3473,Delis;Mediterranean,Yes,CLOSED,CLOSED,8:30 AM,9:00 PM
Alligator Lounge,600 Metropolitan AveBrooklyn NY 11211,(718) 599-4440,Lounges;Dive Bars;Karaoke,No,1:00 PM,4:00 AM,12:00 PM,4:00 AM
Mighty Quinn’s,27 N 6th StSmorgasburgBrooklyn NY 11211,(718) 928-6603,Barbeque,Yes,11:00 AM,6:00 PM,CLOSED,CLOSED
King’s Kitchen,92 E BroadwayNew York NY 10002,(212) 966-7288,Chinese,Yes,7:00 AM,10:30 PM,7:00 AM,10:30 PM
Big Wong,67 Mott StNew York NY 10013,(212) 964-0540,Chinese;Seafood,Yes,7:00 AM,11:00 PM,7:00 AM,11:00 PM
My Pie,166 West 72nd StNew York NY 10023,(212) 787-7200,Pizza;Italian,Yes,10:00 AM,9:00 PM,10:00 AM,9:00 PM
Anna Maria Pizza,179 Bedford AveBrooklyn NY 11211,(718) 599-4550,Pizza,Yes,11:00 AM,5:00 AM,11:00 AM,3:00 AM
3 Greeks Grill,3561 Vernon BlvdLong Island City NY 11106,(718) 729-8900,Mediterranean;Greek,Yes,11:00 AM,9:30 PM,11:00 AM,9:00 PM
Bosie Bakery,2132 2nd AveNew York NY 10029,(646) 490-5403,Coffee & Tea;Bakeries,Yes,8:30 AM,5:00 PM,8:30 AM,5:00 PM
Tiny’s Giant Sandwich Shop,129 Rivington StNew York NY 10002,(212) 228-4919,Sandwiches,Yes,9:00 AM,10:00 PM,9:00 AM,10:00 PM
Sammy’s Halal Food,NE Corner 6th Ave W 4th StNew York NY 10012,(347) 861-1902,Food Stands;Middle Eastern;Halal,Yes,9:00 AM,3:30 AM,9:00 AM,3:30 AM
Freddie & Pepper’s,303 Amsterdam AveNew York NY 10023,(212) 799-2378,Pizza,Yes,11:00 AM,2:00 AM,11:00 AM,10:30 PM
Mad Donkey Beer Bar & Grill,3207 36th AveAstoria NY 11106,(718) 204-2070,Dive Bars;American (Traditional);Beer Bar,Yes,11:00 AM,3:59 AM,12:00 PM,3:59 AM
Together,2325 65th StBrooklyn NY 11204,(347) 587-6302,Japanese;Burmese;Sushi Bars,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
The Halal Guys,307 East 14th StNew York NY 10003,(347) 527-1505,Middle Eastern;Halal,Yes,10:00 AM,5:00 AM,10:00 AM,4:00 AM
